ALDH1_inhibition,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1,0.8830774045566041,0.8830774045566041,0.0010005689434321443,0.7321437274353961,0.4929062304863052,0.6884948752595328,0.6670611157465713,0.6883025431885396,0.7560975609756098,0.0,0.3918209240822184,0.47788961904612515,0.5221103809538749,0.4896477118285292,0.4330170777988614,0.5664739884393064,0.68359375,0.01566826171433272,0.5199472103340987,0.3995644062496213,0.4381097977599455,0.38276587900176806,0.4512149941848158,0.11076038028462676,0.3110439471263682,0.811611830278413,0.1469754897571679,0.5884099624869595,0.7371626014605566,0.7338128668056656,0.722777067804288,0.8028691011281948,0.7056530828198888,0.6345208584082259,0.5398900185560289,0.5224841603527446,0.43129605285478506,0.42565000100459693,0.37588623423726397,0.37505678960350397,0.18456375838926165,0.042741270870416154,0.6601184184845917,0.5703751520664717,0.44259532881822206,0.7633376510098742,0.4825307129392784,0.23808503809348325,0.0,0.7396759784529693,0.0,0.0,0.24024567103769956,0.0,0.1289381783942447,0.0,0.40230607252914286,0.41784022812554356,0.6411767015804047,0.22224114853310073,0.2661671408142024,0.2542074689243879,0.0,0.7671001925894616,0.0,0.31901224004915624,0.33986278861571234,0.47970873839948897,0.0,0.3890109113686053,0.6313305315497142,0.15770866796307065,0.19556201489914637,0.0,0.6471027062182444,0.3928477613445377,0.0,0.2786531887966313,0.5021796984210826,0.0,0.17066844172658568,0.0,0.46466330513988285,0.07452979859275394,0.2106533338303631,0.0,0.3602955071381512,0.3967379568031539,0.249187548545538,0.08357500801921633,0.16140195631231716,0.64204226581,0.34758083241774845,0.09262427246433465,0.06200787910710551,0.0,0.3685979991913918,0.4435963141855817,0.35444582835612987,0.681745663061799,0.5734268172006686,0.4879702978478554,0.2591619571326924,0.625057285576678,0.4,0.7666666666666666,0.2857142857142857,0.6666666666666666,0.0,0.25,0.125,0.5,0.25,0.6000000000000001,0.6666666666666666,0.3333333333333333,0.6,0.6153846153846154,0.0,0.25,0.125,0.5,0.6481371533025315,0.7758274416025526,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.8076216711445574,0.8076216711445574,0.05768406242522803,0.8216547672023681,0.4667433841965748,0.5015544496808708,0.5015334301187597,0.5012222096417576,0.5,0.0,0.355043938347953,0.5145678529033286,0.4854321470966714,0.44368853556729704,0.45161290322580644,0.6878612716763006,0.8385416666666667,0.15559707215375307,0.6798927826391701,0.25047142549046164,0.7226580593519336,0.40517265630717536,0.6309168966972007,0.3399049319694696,0.314666451579896,0.8076620175805131,0.18109717634124883,0.5379468836824863,0.4901758412077431,0.48058238208939746,0.5038285727848468,0.5744951841745618,0.47124264896689516,0.49259882639595165,0.33748157739447715,0.40266125060985414,0.26146777680614125,0.343976854963056,0.21947770739271658,0.30823125164238463,0.33389261744966436,0.0019271962416911057,0.4289715140945487,0.3931392558400002,0.3155781710206994,0.5462040052447472,0.23171404595020836,0.22769844169014042,0.2961302017301615,0.24598733617220594,0.0,0.0,0.23454742724219962,0.25200357173556065,0.0,0.0,0.4080923087934195,0.2650109845499916,0.12234519125247757,0.4359929318657493,0.17114752313738174,0.41263714887898806,0.0,0.49377248569533366,0.0,0.15209560597432675,0.07789807263919486,0.6249930693114583,0.0,0.0,0.1655941309981883,0.0,0.0,0.24611689416987872,0.26360341183948116,0.43883539334551996,0.0,0.12457679920740743,0.7048421533451663,0.0,0.33500830774428325,0.0,0.29664118412491874,0.0,0.10532666691518155,0.0,0.23527164549871263,0.16640206654612863,0.2859209024740428,0.14197529464439898,0.2535866911498586,0.4280281772066667,0.35793968251933833,0.0863726470240183,0.06333714410396,0.060058046093415744,0.2910083267377544,0.10045750785559238,0.3967484563715808,0.6825881568717288,0.6048213267600644,0.5436354488105937,0.1873094607758363,0.5196686775297977,0.16,0.5333333333333334,0.14285714285714285,0.4,0.0,0.0,0.0,0.25,0.75,0.8,0.5,0.16666666666666666,0.4,0.5384615384615385,0.0,0.0,0.0,0.5,0.8260557450667128,0.5810216954321772,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0.7031855037245961,0.7031855037245961,0.014533404658155698,0.8289306318142056,0.32690973525291156,0.7193575673686405,0.6894641830541992,0.7191338391333914,0.7926829268292683,0.0,0.3354027507752382,0.48240914386116074,0.5175908561388393,0.4191434897020163,0.5470967741935484,0.7552436003303056,0.859375,0.015901773588419738,0.5009380113358617,0.48847601841863497,0.4511767663784414,0.4165322777385845,0.07091475349189125,0.1059177271543219,0.008580272256985155,0.9576593973751459,0.18848716756410794,0.6829002127256973,0.757487390767444,0.7953595714577342,0.7868754249482952,0.8341189438929693,0.7897002743616389,0.7135907636512534,0.6733961717412763,0.6560605233184935,0.520255043863103,0.515492170472102,0.48624543276234244,0.48556265505058305,0.2936241610738255,0.08825212405235966,0.6690333788993269,0.5276873620665408,0.3990813843912744,0.8004230291672365,0.45610984211958616,0.6360014618708832,0.16560861882061229,0.4873954317912496,0.0,0.0,0.0,0.24436416010955275,0.0,0.18082129461540078,0.31068674702175997,0.4793532304896097,0.35361974058023415,0.3011911328266498,0.35598944412331934,0.15603512683936774,0.0,0.6265784251858136,0.14572948875157943,0.490549911864945,0.17808332197126256,0.5212694067683612,0.0,0.19999999999999998,0.15261022287746112,0.0,0.19999999999999998,0.0,0.4986597194256523,0.43742019412984906,0.2048126299707168,0.6099465299081479,0.43302276071517437,0.0,0.3271775677877173,0.0,0.42099056603773594,0.0,0.11218048569869635,0.0,0.4831267554958724,0.16640206654612863,0.6165206456789958,0.05914580279961566,0.08572939375111313,0.4931666179482043,0.45237715797730293,0.17899691948835292,0.11623933937144039,0.0,0.07911755476990288,0.6003668684054742,0.3920950165464497,0.7257603321254112,0.4304784633592277,0.5648544770115189,0.5092911445443643,0.5196686775297977,0.49230769230769234,0.8,0.2857142857142857,0.6,0.0,0.25,0.125,0.25,0.75,0.8,0.6666666666666666,0.3333333333333333,0.5333333333333333,0.6923076923076923,0.0,0.25,0.125,0.625,0.7681876736186075,0.8020291813959957,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,0.7574256993642047,0.7574256993642047,0.2331292399705355,0.7653657248075723,0.8236266952942777,0.3964275121115247,0.4057740187053867,0.3932327652225672,0.2560975609756098,0.0,0.5837654545036892,0.5724236588583831,0.4275763411416169,0.729515453294917,0.6322580645161289,0.6878612716763006,0.73828125,0.581177185236606,0.6555209264984398,0.2245377684640677,0.5810384018276649,0.4731368368121325,0.6496005254432426,0.45962373581110605,0.5623826250834157,0.24912345335429587,0.5437673608095579,0.2946472562414239,0.25439463657142364,0.2503115590036143,0.34767289687125774,0.24358173998869032,0.23250231633117402,0.28278048171447057,0.15448938105528645,0.23961756855792454,0.15945531363208543,0.27450854299720573,0.13092305192724427,0.18672802861480373,0.6795302013422819,7.248080636056312e-06,0.27402866139722115,0.21056973532728251,0.12790881333334858,0.30574790673937524,0.22179034651046534,0.2030404168162872,0.0,0.0,0.0,0.23080723545159734,0.0,0.12121245006644102,0.0,0.0,0.11246937336903091,0.3723450546161434,0.59682526079172,0.0872251123652907,0.08206795890830756,0.632381169276265,0.0,0.0,0.0,0.11543055261703097,0.24359064905163955,0.3039173273782474,0.0,0.0,0.32782201842657505,0.15079000561364106,0.0,0.5760824596443577,0.13172087719940684,0.0,0.0,0.1523419203747072,0.2932608351434402,0.24999999999999997,0.32916769685721653,0.0,0.1360198438516591,0.06939504485194485,0.10532666691518155,0.0,0.09024880547178792,0.13482569423466864,0.24991819885698008,0.0,0.0,0.21401408860333335,0.38807425346806557,0.31321657890793464,0.04806526488953011,0.39440886312382084,0.1877418987816146,0.04108076613163614,0.32699046129178594,0.6411026946233077,0.23974649027456377,0.4204826926516969,0.3858014398709466,0.5196686775297977,0.3282051282051282,0.23333333333333334,0.0,0.2,0.0,0.0,0.0,0.25,0.25,0.4,0.25,0.0,0.26666666666666666,0.23076923076923078,0.0,0.0,0.0,0.25,0.8776915382068886,0.3592526166216132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8025636240966074,0.8025636240966074,0.07489802904748959,0.35906671974128135,0.6936223452979483,0.5918465543947532,0.5957180278142526,0.5911778088310896,0.524390243902439,0.0,0.3577053208859941,0.7243039603484215,0.2756960396515785,0.4470143913089337,0.6021505376344085,0.7752087347463072,0.875,0.15619183625979938,0.5693663433334368,0.38046317982532285,0.6357343049884245,0.5131133244821908,0.6127888706964335,0.33157559230886624,0.3158563032879551,0.8021476110544696,0.18493174549402752,0.5746701299038375,0.5147791857568025,0.478904068916248,0.5916419219741349,0.5467784870212524,0.44775138761498634,0.6796182741711798,0.3649998309841135,0.6806534327936928,0.28601489449652284,0.5378543243708386,0.25585344073722227,0.5136250493333603,0.4731543624161074,0.001196538895785784,0.4601261222319859,0.3252605502960556,0.28610559503236643,0.5745861151057908,0.1265648500999575,0.0,0.14065751420386863,0.6633781729964386,0.0,0.0,0.2279861667520845,0.33881519359817375,0.0,0.8041028549333312,0.11762503887997088,0.31595852452608697,0.44156372419586226,0.4177994574646357,0.24547707630259905,0.7073076403543497,0.0,0.123965879571015,0.0,0.10704608895653181,0.30361834395297643,0.4109093892330763,0.0,0.38290482369800155,0.2996823097723081,0.28684331632792925,0.0,0.4744434318396695,0.323120427884884,0.6787028159049664,0.0,0.11486144026857999,0.37795911440891355,0.0,0.3378141244679994,0.0,0.3227472348731295,0.12364342127254428,0.2902493122277499,0.0,0.11919278917312459,0.31168760512649485,0.28324570761377255,0.2643234915700848,0.155176510826597,0.48322488336667546,0.1152759667329656,0.0,0.21766815493778952,0.12510423687023386,0.2408175448936386,0.18618084682851624,0.4215784339401478,0.6372657315907211,0.35735818014939547,0.5031067315162377,0.16432764949139841,0.3043658539499304,0.23703703703703702,0.5333333333333334,0.14285714285714285,0.4,0.0,0.25,0.125,0.25,0.5,0.6000000000000001,0.5,0.16666666666666666,0.5333333333333333,0.38461538461538464,0.0,0.0,0.0,0.5,0.8165022237575024,0.6308050876828184,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0.8697959965009123,0.8697959965009123,0.00350584217109485,0.3170933179705845,0.6738189205720742,0.6071142163486359,0.5999883678532201,0.6067920722036271,0.6219512195121952,0.0,0.4019379669996304,0.69856614078788,0.30143385921211996,0.5022906989956523,0.4696774193548387,0.6485549132947976,0.74921875,0.1561930560759885,0.5730046464535388,0.4276771615618733,0.45089871754121136,0.42667133763371656,0.5212250414525315,0.32846001517306433,0.3956372568705889,0.781463720474203,0.18110318416129556,0.6001973490349666,0.6111062420269382,0.5823472498520859,0.6098124898026731,0.6555544354573761,0.5689150513922289,0.6207329718988529,0.45031867007364734,0.5987372420754756,0.3669874454852266,0.5472871991423738,0.306840283823651,0.4893267494761675,0.3255033557046979,0.005752656513141788,0.5400867333388154,0.40857667927334496,0.3055132111023091,0.6277053609410796,0.1265648500999575,0.12775805152784622,0.0,0.41739083682423267,0.25,0.0,0.12012283551884978,0.3311757819721659,0.11856686733746404,0.18082129461540078,0.1210614226562522,0.6455087573898175,0.4706259744201769,0.18378646129373563,0.24547707630259905,0.3093798319780838,0.0,0.6096956489751251,0.0,0.3094563702197784,0.16061446335295415,0.4817895207502211,0.0,0.19344889646945898,0.1655941309981883,0.15079000561364106,0.0,0.0,0.5174845234828057,0.24594959849315035,0.0,0.40203809272003405,0.5496080061553497,0.0,0.17066844172658568,0.0,0.44762524398178277,0.12364342127254428,0.2902493122277499,0.0,0.33988189119698164,0.29853032203834867,0.19923088855640225,0.2793405989921951,0.5571433133125676,0.08142035641201607,0.2332456801826657,0.0,0.2499918786917499,0.0,0.17547755467248072,0.3413866212546946,0.34812241525208765,0.6272174324704441,0.4680587070102581,0.5762704309770489,0.24538067618660453,0.2852325016833427,0.32,0.6333333333333333,0.14285714285714285,0.6,0.0,0.25,0.125,0.5,0.25,0.6000000000000001,0.5833333333333333,0.16666666666666666,0.6,0.38461538461538464,0.0,0.25,0.125,0.5,0.7357920606819521,0.636501871490956,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.8808182250735324,0.8808182250735324,0.018327498961127994,0.08942967325440299,0.8217695971386132,0.49698008327016663,0.4856018629330458,0.49692741130888296,0.5609756097560976,0.0,0.8083885136694907,0.5157026678657662,0.4897864000001261,0.9999999999999999,0.6426799007444168,0.7105380168963984,0.7214543269230771,0.04193738669938074,0.46629495101643137,0.6088934842112899,0.451588521205319,0.4541546169576052,0.46144959095668936,0.1140922740959317,0.28859528740985263,0.678083778930072,0.42354632417530985,0.262959242283896,0.5210543785369597,0.48121642865435194,0.459708284553308,0.5077164521446897,0.4698057727795528,0.4126404586634135,0.36322404429750355,0.34572527892118743,0.292391957771006,0.2853668760635726,0.2585148070913802,0.2575293763125559,0.506711409395973,0.000389755462758206,0.5444058846870868,0.4574062889738665,0.41592807250731034,0.48297002172330394,0.4611150586895718,0.11630800684302192,0.16560861882061229,0.0,0.25,0.49576240601341676,0.24024567103769956,0.0,0.3627398204176982,0.0,0.18674670964880033,0.22188146237791626,0.38886881007198093,0.2235064850791165,0.5929487671006193,0.16907894791060857,0.0,0.25411867046962017,0.0,0.41982778777840196,0.27435546153533535,0.19261582748739595,0.0,0.0,0.1655941309981883,0.3492099943863588,0.0,0.0,0.4950418275023772,0.3515271060615884,0.0,0.48303062907517164,0.2098317836391376,0.0,0.0,0.0,0.2918835393623943,0.3771891277599041,0.49999999999999994,0.0,0.37144908500658336,0.06229071446925109,0.33205148092733716,0.30787399570814067,0.0,0.0,0.05950022350829612,0.17899691948835292,0.4253111127663249,0.0,0.343811624459729,0.0800042047819136,0.28332551065748157,0.5173877452147351,0.10230663189975087,0.44421797198881724,0.12380801209419816,0.6061387366653235,0.6901960784313725,0.5,0.14285714285714285,0.4,0.125,0.0,0.125,0.0,0.25,0.2,0.3333333333333333,0.16666666666666666,0.5333333333333333,0.5384615384615385,0.125,0.0,0.125,0.25,0.7654061775839485,0.422967352880018,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8418394361518786,0.8418394361518786,0.054967618702895876,0.8406530047065238,0.5514167742292341,0.5807160355491107,0.5731113979379785,0.5803926992688041,0.5975609756097562,0.0,0.44269275363197447,0.48028038381088134,0.5197196161891187,0.5532208224119296,0.5014460511679644,0.6675303966513852,0.7769396551724139,0.15559717493147168,0.6758397898290127,0.3514178895777862,0.4008451075634665,0.45996626159276244,0.4731118835032291,0.33979240606221894,0.3110529090018975,0.8448739623006554,0.12191868366192143,0.5067771484987356,0.5692096313583868,0.5749083000599409,0.6020651300821356,0.6348225584041418,0.5352337859501258,0.5528003994032331,0.3931581458305289,0.4569714213371645,0.33877569003675534,0.40611777024597195,0.27874586383898037,0.34965644976580246,0.3540268456375838,0.004510087512692732,0.5087200699495575,0.4269466647883572,0.31952013247829647,0.6165415737680738,0.5563405551000796,0.2323992461634828,0.0,0.24598733617220594,0.4703378065784974,0.0,0.12012283551884978,0.0,0.0,0.36164258923080156,0.2316547504734632,0.22320044415789095,0.5168563414124198,0.5275334093942108,0.3412234944017433,0.3342613848795627,0.0,0.37551260740291253,0.0,0.10125141748547145,0.5950029552708946,0.33773149073977426,0.0,0.5851605908945122,0.30014226955333767,0.15079000561364106,0.19556201489914637,0.24611689416987872,0.6042492955830838,0.1176474350924198,0.11042736493655309,0.06337091720234513,0.46589176719285413,0.0,0.34371962351578167,0.0,0.34499024072869233,0.0,0.10532666691518155,0.0,0.23527164549871263,0.3809114317577826,0.3112182197667657,0.14197529464439898,0.26608309119509166,0.4243934363463187,0.16895370597627005,0.2653695665123712,0.14161304326648008,0.0535315683047047,0.22820102158828862,0.21419140343709825,0.35720463634528,0.7423701698063847,0.36332531888877184,0.4784978246382377,0.3348529515505358,0.630472436461694,0.3733333333333333,0.6000000000000001,0.0,0.5333333333333333,0.0,0.25,0.125,0.25,0.5,0.6000000000000001,0.6666666666666666,0.0,0.5333333333333333,0.46153846153846156,0.0,0.25,0.125,0.5,0.7906501432128616,0.6234534206695794,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.8724439893288367,0.8724439893288367,0.037832499635168375,0.8250020460311994,0.3457937264775862,0.43557547594722545,0.4388674762939085,0.4352375918934116,0.4268292682926829,0.0,0.41460604559499653,0.5146007994885596,0.48539920051144037,0.5181216445022363,0.32877419354838705,0.5463583815028903,0.713125,0.1555970687067718,0.6988225963025023,0.23594125935523547,0.6832095633390245,0.3943791039928082,0.6353757032239522,0.33836415540180886,0.5330309802349216,0.7082936941524272,0.26465062367685416,0.5451449275931302,0.4259578036943192,0.42386746485315635,0.4447623231626711,0.5054777427774688,0.42318302477269,0.44738529978853747,0.3111249760736171,0.3762907885705976,0.25298631163881385,0.34195740260377044,0.21315864026612893,0.3151136216903818,0.3791946308724833,0.0006992871014581562,0.36435527873289486,0.3202595767118479,0.23471609799413548,0.47996221363302316,0.10514919585025088,0.11630800684302192,0.1413394274921624,0.0,0.2352758486181318,0.0,0.23454742724219962,0.12600178586778032,0.0,0.0,0.5257173476733904,0.2650109845499916,0.11357943227566884,0.41177225811383256,0.08206795890830756,0.3243630958367653,0.0,0.2375627826369873,0.0,0.14549441827104673,0.0,0.754883541144557,0.0,0.0,0.17314624278637905,0.0,0.0,0.24611689416987872,0.09611330938534195,0.3017563990457023,0.0,0.12457679920740743,0.8035393895493268,0.0,0.3271775677877173,0.0,0.19530741704619392,0.0,0.10532666691518155,0.0,0.11217273848747586,0.2172259241896835,0.17613854490366734,0.06715527895164387,0.30923849786710494,0.64204226581,0.13577752411854332,0.18382899925187132,0.06193835382281561,0.0666615007304807,0.24147795139316644,0.04560465369978205,0.35901112422867576,0.7068804604127183,0.7192158455920658,0.47987347501457417,0.16048957692425794,0.5196686775297977,0.10666666666666667,0.46666666666666673,0.0,0.26666666666666666,0.0,0.0,0.0,0.5,0.5,0.8,0.41666666666666663,0.0,0.26666666666666666,0.38461538461538464,0.0,0.0,0.0,0.5,0.9024299408437324,0.5417316489914756,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.8273307248030273,0.8273307248030273,0.10284123954870089,0.8140405725642074,0.8156689784144483,0.5236682815366533,0.5195386511631028,0.5231988142896192,0.5,0.0,0.3637823933465235,0.7063300560833098,0.2936699439166902,0.45460873975238236,0.6114143920595532,0.7558915073365942,0.8918269230769229,0.15559746553114384,0.47507937977386305,0.354710801312375,0.7012607082613931,0.5472839254534623,0.6873749948259691,0.339907261918136,0.31649195064899416,0.8303598846636004,0.15557845540749282,0.42514251165664513,0.4654746987696409,0.4733975130594739,0.5411264493158681,0.536975386502752,0.5090997428603616,0.5933338439548282,0.4033341757760738,0.5655128995764259,0.3504888947152822,0.5410093780383732,0.32586661354469204,0.5408511567530804,0.5251677852348993,0.00112887542363411,0.4342199760104527,0.37118610743326885,0.24587152600001824,0.5435099059453643,0.1265648500999575,0.22352597329903853,0.0,0.46071215112946223,0.0,0.0,0.12012283551884978,0.11836237424177243,0.14491398321851864,0.5828727220820664,0.23852751802602587,0.4843324553624518,0.09629023216162068,0.30144868924534035,0.08907956422907419,0.48668371692151485,0.3333333333333333,0.5026125456147987,0.0,0.5215315829870334,0.14989148898415525,0.12761280515800158,0.0,0.20643650856190715,0.1655941309981883,0.13259397953957336,0.0,0.4833386100897135,0.3206832236881394,0.432753217411816,0.18072103253947916,0.6663652074485764,0.04742830773426713,0.0,0.0,0.0,0.3923633702016917,0.0,0.2209202013591195,0.0,0.23527164549871263,0.27666245028349845,0.45600432899710813,0.35585517055052834,0.155176510826597,0.05505611386396598,0.30116638411291824,0.0,0.016478378363169257,0.1240536830887372,0.18666400989449644,0.6253068605449283,0.35563819347129133,0.6462771564833241,0.14531295778093653,0.7444817669749575,0.14533328591344777,0.5196686775297977,0.6274509803921569,0.5,0.14285714285714285,0.4666666666666667,0.25,0.0,0.25,0.0,0.5,0.4,0.6666666666666666,0.16666666666666666,0.5333333333333333,0.38461538461538464,0.125,0.0,0.125,0.5,0.812551275961829,0.546373119844737,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
